1.100000000000000000e+01	0.000000000000000000e+00	3.910814400000000290e+01	6.885566800000000853e+01	1.539996400000000065e+01	2.884225999999999956e+00	2.149999999999999947e-04	1.159890000000000088e-01	1.159890000000000088e-01
1.100000000000000000e+01	0.000000000000000000e+00	4.164875900000000541e+01	7.216758199999999590e+01	2.727884000000000242e+01	2.760664999999999925e+00	0.000000000000000000e+00	1.235609999999999903e-01	1.235609999999999903e-01
9.800000000000000711e+00	0.000000000000000000e+00	4.054456500000000574e+01	8.367072500000000446e+01	2.747173800000000199e+01	2.619434999999999736e+00	0.000000000000000000e+00	1.412299999999999944e-01	1.412299999999999944e-01
9.800000000000000711e+00	0.000000000000000000e+00	4.164472399999999652e+01	8.050071499999999958e+01	2.713735499999999945e+01	2.484090000000000131e+00	0.000000000000000000e+00	1.353449999999999931e-01	1.353449999999999931e-01
9.800000000000000711e+00	0.000000000000000000e+00	4.251136999999999944e+01	8.323823600000000056e+01	2.680324899999999744e+01	2.368552999999999908e+00	0.000000000000000000e+00	1.155380000000000157e-01	1.390440000000000009e-01
9.199999999999999289e+00	0.000000000000000000e+00	4.301577400000000040e+01	8.584108299999999758e+01	2.647324300000000008e+01	2.251802000000000081e+00	0.000000000000000000e+00	1.167509999999999937e-01	1.421349999999999836e-01
9.199999999999999289e+00	0.000000000000000000e+00	4.236940799999999996e+01	8.236271600000000603e+01	2.614730199999999982e+01	2.143075000000000063e+00	0.000000000000000000e+00	1.087270000000000042e-01	1.340640000000000165e-01
9.199999999999999289e+00	0.000000000000000000e+00	4.368893099999999663e+01	7.431752500000000339e+01	2.582537600000000211e+01	2.072513999999999967e+00	0.000000000000000000e+00	7.056099999999999872e-02	1.205269999999999953e-01
9.199999999999999289e+00	0.000000000000000000e+00	3.470000200000000490e+01	6.261840899999999976e+01	2.550741700000000023e+01	2.022396000000000083e+00	0.000000000000000000e+00	5.011899999999999689e-02	8.774700000000000555e-02
9.199999999999999289e+00	0.000000000000000000e+00	3.538921099999999598e+01	6.944923500000000161e+01	2.519337499999999963e+01	1.965666999999999831e+00	0.000000000000000000e+00	5.672800000000000065e-02	1.017720000000000014e-01
9.199999999999999289e+00	0.000000000000000000e+00	3.343654799999999483e+01	6.532231500000000324e+01	2.488320200000000071e+01	1.916179999999999994e+00	0.000000000000000000e+00	4.948700000000000321e-02	9.083200000000000995e-02
