1.100000000000000000e+01	0.000000000000000000e+00	4.005124199999999490e+01	6.999583100000000968e+01	1.933712699999999884e+01	2.887434999999999974e+00	0.000000000000000000e+00	1.125650000000000123e-01	1.125650000000000123e-01
1.100000000000000000e+01	0.000000000000000000e+00	4.259185899999999947e+01	7.330774900000000116e+01	3.522951299999999719e+01	2.767643999999999771e+00	0.000000000000000000e+00	1.197910000000000086e-01	1.197910000000000086e-01
9.800000000000000711e+00	0.000000000000000000e+00	4.148766400000000232e+01	8.481089200000000972e+01	3.543322500000000019e+01	2.684070999999999874e+00	0.000000000000000000e+00	8.357300000000000839e-02	1.357059999999999933e-01
9.800000000000000711e+00	0.000000000000000000e+00	4.258782300000000021e+01	8.164088100000000736e+01	3.482232800000000594e+01	2.607425999999999799e+00	0.000000000000000000e+00	7.664500000000000479e-02	1.305550000000000044e-01
9.800000000000000711e+00	0.000000000000000000e+00	4.345446700000000106e+01	8.437839999999999918e+01	3.421670200000000506e+01	2.545212999999999948e+00	0.000000000000000000e+00	6.221299999999999747e-02	1.337470000000000048e-01
9.199999999999999289e+00	0.000000000000000000e+00	4.395887299999999698e+01	8.698124699999999621e+01	3.362220500000000101e+01	2.483963000000000143e+00	0.000000000000000000e+00	6.124899999999999789e-02	1.362579999999999902e-01
9.199999999999999289e+00	0.000000000000000000e+00	4.331250599999999906e+01	8.350288000000000466e+01	3.303865100000000155e+01	2.431411999999999907e+00	0.000000000000000000e+00	5.255100000000000049e-02	1.292159999999999975e-01
9.199999999999999289e+00	0.000000000000000000e+00	4.463203000000000031e+01	7.545768900000000201e+01	3.246583199999999891e+01	2.385511999999999855e+00	0.000000000000000000e+00	4.590099999999999736e-02	1.167680000000000107e-01
9.199999999999999289e+00	0.000000000000000000e+00	3.564309999999999690e+01	6.375857299999999839e+01	3.190354199999999807e+01	2.352549999999999919e+00	0.000000000000000000e+00	3.296100000000000418e-02	8.646799999999998931e-02
9.199999999999999289e+00	0.000000000000000000e+00	3.633230999999999966e+01	7.058939900000000023e+01	3.135158200000000051e+01	2.315501999999999949e+00	0.000000000000000000e+00	3.704899999999999860e-02	9.899700000000000166e-02
9.199999999999999289e+00	0.000000000000000000e+00	3.437964799999999599e+01	6.646247900000000186e+01	3.080975399999999809e+01	2.282865999999999840e+00	0.000000000000000000e+00	3.263599999999999834e-02	8.904299999999999715e-02
1.500000000000000000e+01	5.256469999999999754e-01	3.769765200000000505e+01	5.559421800000000502e+01	4.409779100000000085e+01	2.466053000000000051e+00	0.000000000000000000e+00	2.754700000000000204e-02	6.386300000000000310e-02
2.300000000000000000e+01	4.815989999999999993e-01	3.923732400000000098e+01	5.330296200000000084e+01	7.003160499999999900e+01	2.813681000000000321e+00	0.000000000000000000e+00	5.632500000000000007e-02	5.632500000000000007e-02
1.800000000000000000e+01	2.296510000000000218e-01	3.702947800000000456e+01	4.750638400000000416e+01	6.491438000000000841e+01	2.983226999999999851e+00	0.000000000000000000e+00	2.332599999999999951e-02	2.332599999999999951e-02
1.300000000000000000e+01	1.601529999999999898e-01	3.609375200000000206e+01	4.942387700000000450e+01	4.918087799999999987e+01	3.092982000000000120e+00	0.000000000000000000e+00	2.488300000000000234e-02	2.488300000000000234e-02
1.100000000000000000e+01	0.000000000000000000e+00	3.336942700000000173e+01	5.187233700000000169e+01	3.577227700000000254e+01	3.084112999999999882e+00	0.000000000000000000e+00	4.542399999999999910e-02	4.542399999999999910e-02
1.100000000000000000e+01	0.000000000000000000e+00	3.537576800000000077e+01	5.555331400000000031e+01	2.804974199999999840e+01	3.072699000000000069e+00	0.000000000000000000e+00	5.875999999999999973e-02	5.875999999999999973e-02
9.800000000000000711e+00	0.000000000000000000e+00	3.286695399999999978e+01	6.140216800000000319e+01	2.728705200000000275e+01	3.057849000000000039e+00	0.000000000000000000e+00	7.095200000000000118e-02	7.095200000000000118e-02
9.199999999999999289e+00	0.000000000000000000e+00	3.194076699999999747e+01	6.605294599999999150e+01	2.681758100000000056e+01	3.022313999999999723e+00	0.000000000000000000e+00	7.787199999999999678e-02	7.787199999999999678e-02
8.599999999999999645e+00	0.000000000000000000e+00	3.375631299999999868e+01	6.262841300000000189e+01	2.635870500000000050e+01	2.967621999999999982e+00	0.000000000000000000e+00	7.157399999999999873e-02	7.157399999999999873e-02
8.599999999999999645e+00	0.000000000000000000e+00	3.661430700000000371e+01	5.786159699999999617e+01	2.590820400000000134e+01	2.914881999999999973e+00	0.000000000000000000e+00	6.217699999999999616e-02	6.217699999999999616e-02
8.099999999999999645e+00	0.000000000000000000e+00	2.579609400000000008e+01	5.564460500000000565e+01	2.546591000000000093e+01	2.893516999999999673e+00	0.000000000000000000e+00	2.870199999999999835e-02	4.970700000000000118e-02
7.900000000000000355e+00	0.000000000000000000e+00	2.994375999999999749e+01	5.722521700000000067e+01	2.503166799999999981e+01	2.870699000000000112e+00	0.000000000000000000e+00	3.072599999999999984e-02	5.547899999999999360e-02
8.300000000000000711e+00	0.000000000000000000e+00	3.149487700000000245e+01	6.436217700000000264e+01	2.460532600000000159e+01	2.843391000000000002e+00	0.000000000000000000e+00	3.703100000000000142e-02	6.987799999999999567e-02
1.300000000000000000e+01	3.367570000000000285e-01	3.458380199999999860e+01	5.565680799999999806e+01	3.116914799999999985e+01	2.906638000000000055e+00	0.000000000000000000e+00	2.841700000000000129e-02	5.307100000000000706e-02
2.000000000000000000e+01	3.809550000000000436e-01	3.553649699999999712e+01	4.386731699999999989e+01	5.177528600000000125e+01	3.200946000000000069e+00	0.000000000000000000e+00	1.881399999999999739e-02	1.881399999999999739e-02
2.100000000000000000e+01	4.009090000000000154e-01	3.572960499999999939e+01	4.340879900000000191e+01	6.506864799999999605e+01	3.517716000000000509e+00	0.000000000000000000e+00	1.853899999999999992e-02	1.853899999999999992e-02
